Name,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Critic_Rating,Total Seasons,Total Episodes,Premier Date,User_Rating,vote_count,poster_path,tagline,Metacritic_Rating
Garfunkel and Oates,30.0,2014-08-07,2014-09-25,"['Comedy', 'Music']",Scripted,English,IFC,7.4,1,8,2014-09-25,7.027,37.0,/ssli1RoRtD81vuHPj86OtKJSnBJ.jpg,Going solo together,N/A
Garfunkel and Oates,30.0,2014-08-07,2014-09-25,"['Comedy', 'Music']",Scripted,English,IFC,7.4,1,8,2014-09-25,5.6,5.0,/rKA1VRobH4qsD7k9J1icyFV1nDR.jpg,These two couldn't be tighter,N/A
Cristela,30.0,2014-10-10,2015-04-17,"['Comedy', 'Legal']",Scripted,English,ABC,7.3,1,22,2015-04-17,6.6,16.0,/qmvHnL6TP5XoUJB9pUDMaz95tOz.jpg,"She can dream, can't she?",61.0
Crossing Jordan,60.0,2001-09-24,2007-05-16,"['Drama', 'Crime', 'Mystery']",Scripted,English,NBC,7.3,6,117,2007-05-16,7.346,127.0,/bywFoHoLZvW2vxDc7n4ToAKkR0y.jpg,Every body tells a story,60.0
Mob City,60.0,2013-12-04,2013-12-18,"['Drama', 'Crime']",Scripted,English,TNT,7.3,1,6,2013-12-18,6.938,65.0,/6W6Xhj1KOIcBtASHHhmpyySoUik.jpg,"Where the good become bad, and the bad become gods.",63.0
GCB,60.0,2012-03-04,2012-05-06,"['Drama', 'Comedy', 'Romance']",Scripted,English,ABC,7.3,1,10,2012-05-06,6.315,27.0,/cBRvJhjEoVYWqYwTR3P7T6zsVCi.jpg,Love thy neighbor.,55.0
The Returned,60.0,2015-03-09,2015-05-11,"['Drama', 'Fantasy', 'Horror']",Scripted,English,A&E,7.3,1,10,2015-05-11,7.5,227.0,/x6B2UTMMU06GNzRgbDfaObuWFT6.jpg,The dead have returned. But this is a homecoming like no other.,87.0
Last Resort,60.0,2012-09-27,2013-01-24,"['Drama', 'Action', 'War']",Scripted,English,ABC,7.3,1,13,2013-01-24,6.776,145.0,/sU4bMBN12QZxSNp6A1U3UHUGxlY.jpg,Honor in defiance.,74.0
Looking,32.0,2014-01-19,2015-03-22,"['Drama', 'Comedy', 'Romance']",Scripted,English,HBO,7.3,2,18,2015-03-22,7.281,112.0,/cMIRpZUOXwZcDoGyRJnwrrZQYzW.jpg,Find something real.,73.0
Transporter: The Series,60.0,2013-01-04,2014-12-14,"['Action', 'Adventure', 'Crime']",Scripted,English,RTL,7.3,2,24,2014-12-14,6.047,96.0,/23ESZ6mTcJw8zHOkW4G38uIz147.jpg,Deliver the goods. Get out alive.,N/A
The Librarians,60.0,2014-12-07,2018-02-07,"['Action', 'Adventure', 'Supernatural']",Scripted,English,TNT,7.3,4,42,2018-02-07,7.275,395.0,/bHozq314oNsSZvomSPFIaGrw1Zx.jpg,Filing evil under history.,N/A
Covert Affairs,60.0,2010-07-13,2014-12-18,"['Drama', 'Action', 'Crime']",Scripted,English,USA Network,7.3,5,75,2014-12-18,6.9,191.0,/pRWUGSGdByQHW93DH2braqkRjZa.jpg,Single woman. Double life,64.0
The Six Million Dollar Man,60.0,1974-01-18,1978-03-06,"['Drama', 'Action', 'Adventure']",Scripted,English,ABC,7.3,5,101,1978-03-06,7.3,358.0,/5pd6DayQgZxK9lQHdZZYZuXyaZ2.jpg,Better. Stronger. Faster.,N/A
Special Unit 2,60.0,2001-04-11,2002-02-13,"['Comedy', 'Action', 'Horror']",Scripted,English,UPN,7.3,2,19,2002-02-13,7.7,20.0,/hGc06r4JZlGOZFDs5yqPtTDj1vE.jpg,Monsters are real. Deal with it!,N/A
Scorpion,60.0,2014-09-22,2018-04-16,"['Drama', 'Action', 'Thriller']",Scripted,English,CBS,7.3,4,93,2018-04-16,8.246,3688.0,/hzeirSF6bRjssDh5JFrm5WRwFLd.jpg,This team is pure genius.,48.0
The Practice,60.0,1997-03-04,2004-05-16,"['Drama', 'Legal']",Scripted,English,ABC,7.3,8,167,2004-05-16,7.8,81.0,/7OKZSUIWhjFP0F2s478zTrAYwDB.jpg,Between Justice And Morality Can We Choose?,74.0
Zoo,60.0,2015-06-30,2017-09-21,"['Drama', 'Science-Fiction', 'Thriller']",Scripted,English,CBS,7.3,3,39,2017-09-21,6.7,499.0,/yg9x4J3ZTslvVSz5Mtu9pH0FWcr.jpg,The wild shall inherit the earth.,55.0
The Red Road,60.0,2014-02-27,2015-05-07,"['Drama', 'Crime', 'Family']",Scripted,English,SundanceTV,7.3,2,12,2015-05-07,6.81,42.0,/hlUbfYYGmWfLwdCh2H78nRomSg1.jpg,Lines will be crossed.,66.0
Nash Bridges,60.0,1996-03-29,2001-05-04,"['Drama', 'Crime']",Scripted,English,CBS,7.3,6,122,2001-05-04,6.679,81.0,/hJeHSCFoxWN2Pt2lg56CKOi9g87.jpg,Crime fighter by day. Lady killer by night,N/A
Remington Steele,61.0,1982-10-01,1987-02-17,"['Comedy', 'Action', 'Mystery']",Scripted,English,NBC,7.3,5,92,1987-02-17,7.097,109.0,/3UGDVrdwavyU0WIddhZf4eov6yv.jpg,Before He Was Bond He Was...,N/A
Secrets and Lies,60.0,2015-03-01,2016-12-04,"['Drama', 'Crime', 'Thriller']",Scripted,English,ABC,7.3,2,20,2016-12-04,7.489,94.0,/y1HaNebKAtwHOSpC3T3NTChoKtJ.jpg,Did he or didn't he?,48.0
Gossip Girl,60.0,2007-09-19,2012-12-17,"['Drama', 'Romance']",Scripted,English,The CW,7.3,6,121,2012-12-17,8.302,1852.0,/hvDlmhoImfX5oUYS2gXxsMrpSTB.jpg,You're nobody until you're talked about.,61.0
Gossip Girl,60.0,2007-09-19,2012-12-17,"['Drama', 'Romance']",Scripted,English,The CW,7.3,6,121,2012-12-17,7.521,264.0,/9oY4OR0jQUbnKC5BhoUOQRrgIp9.jpg,Reputations will be shattered.,61.0
The World Wars,120.0,2014-05-26,2014-05-28,['War'],Documentary,English,History,7.3,1,3,2014-05-28,7.867,15.0,/y3KL7tlWsaLpB7zL1yAO5BZhoXG.jpg,WW1 made Roosevelt a man. WW2 made him a legend.,62.0
Hellsing,30.0,2001-10-10,2002-01-16,"['Anime', 'Horror', 'Supernatural']",Animation,Japanese,Fuji TV,7.3,1,13,2002-01-16,8.001,437.0,/wdSi1q7WNLNvxvmjrI4F93zzqQO.jpg,"In the name of God, impure souls of the living dead shall be banished into eternal damnation. Amen.",N/A
Remedy,60.0,2014-02-24,2015-05-19,"['Drama', 'Family', 'Medical']",Scripted,English,Global,7.3,2,20,2015-05-19,6.0,11.0,/rOLtmCrX4TYx5QJCwAbI1hMlqeA.jpg,One family. Two worlds.,N/A
The Mysteries of Laura,60.0,2014-09-17,2016-03-02,"['Comedy', 'Crime']",Scripted,English,NBC,7.3,2,38,2016-03-02,7.157,86.0,/f9jBbq8GyuBOK3dAFPaBg7aaMb9.jpg,"Catching bad guys, raising naughty ones",37.0
Happy Endings,30.0,2011-04-13,2013-05-03,['Comedy'],Scripted,English,ABC,7.3,3,57,2013-05-03,7.014,148.0,/uTrHn5iqu0lRKWjbfnFADNcSQdE.jpg,Share the love.,57.0
Low Winter Sun,60.0,2013-08-11,2013-10-06,"['Drama', 'Crime']",Scripted,English,AMC,7.3,1,10,2013-10-06,6.2,40.0,/x8tTZpyHY2sTmITWxjLfsYs4Ydj.jpg,Good man. Cop. Killer.,60.0
Dig,60.0,2015-03-05,2015-05-07,"['Drama', 'Thriller', 'Mystery']",Scripted,English,USA Network,7.3,1,10,2015-05-07,6.4,68.0,/uBv3pEpjgklfirbLhGS0GOJWHbe.jpg,"The deeper you dig, the further you get from the truth.",49.0
"Dr. Quinn, Medicine Woman",60.0,1993-01-01,1998-05-16,"['Drama', 'Family', 'Western']",Scripted,English,CBS,7.3,6,150,1998-05-16,7.589,388.0,/rF32uo83bzezkEUQ8VGarbCJi32.jpg,Her Courage Forged A New Vision For The Old West,N/A
Grandfathered,30.0,2015-09-29,2016-05-10,"['Comedy', 'Family']",Scripted,English,FOX,7.3,1,22,2016-05-10,6.7,39.0,/4kxhllcajbzQwjYiyXFGJKXmvY5.jpg,He just found out he's got a kid who's got a kid. He's not suited for this.,62.0
Clone High,30.0,2002-11-02,2003-04-13,"['Comedy', 'Science-Fiction']",Animation,English,Cartoon Network,7.3,1,13,2003-04-13,7.3,17.0,/pmxq3egWxTEKNnjOdD5x9FGnDbs.jpg,"They're back again, for the first time.",N/A
Highlander: The Animated Series,30.0,1994-10-16,1995-11-17,"['Action', 'Adventure', 'Fantasy']",Animation,English,USA Network,7.3,2,40,1995-11-17,6.9,14.0,/qSBVGwPl9A5sWoipesXPpaGFKDH.jpg,THERE CAN ONLY BE ONE!,N/A
Suburgatory,30.0,2011-09-28,2014-05-14,['Comedy'],Scripted,English,ABC,7.2,3,57,2014-05-14,6.8,172.0,/tJ6rU9LZ6SSigvJF5P4sot0T8V3.jpg,Escape is not an option.,71.0
Alice,120.0,2009-12-06,2009-12-07,"['Adventure', 'Fantasy']",Scripted,English,Syfy,7.2,1,2,2009-12-07,6.622,115.0,/2lvWLSOPtsqkgVIfEz9ai7D6TUr.jpg,Welcome to a whole new Wonderland.,N/A
Dawson's Creek,60.0,1998-01-20,2003-05-14,"['Drama', 'Romance']",Scripted,English,The WB,7.2,6,128,2003-05-14,7.39,458.0,/dmUJgcexAi235vXwDmYdLQFunbR.jpg,It's the end of something simple. And the beginning of everything else.,62.0
Kitchen Nightmares,60.0,2007-09-19,2023-12-04,['Food'],Reality,English,FOX,7.2,8,102,2023-12-04,10.0,2.0,/7A1oUuJzIj3Wb3wGnLmrefZKxdb.jpg,Get your shift straight.,66.0
Eastbound & Down,30.0,2009-02-15,2013-11-17,"['Drama', 'Comedy', 'Sports']",Scripted,English,HBO,7.2,4,29,2013-11-17,7.4,246.0,/hM9Yj5Q0yzZZf8IJ0dtFyUW2D9X.jpg,Every kid has a baseball player to look up to. Kenny Powers is not that guy.,61.0
Battle Creek,60.0,2015-03-01,2015-05-24,"['Drama', 'Comedy', 'Crime']",Scripted,English,CBS,7.2,1,13,2015-05-24,7.0,66.0,/5oqPaAiwflr1o4PlNvkAGRC9DCX.jpg,Not all cops are buddies.,73.0
Adventures of Superman,30.0,1952-09-19,1958-04-28,"['Action', 'Adventure', 'Crime']",Scripted,English,Syndication,7.2,6,104,1958-04-28,6.4,47.0,/3eKmwXE2A394l3GB9eIOy7kYm25.jpg,It's a bird! It's a plane! It's Superman!,N/A
Extant,60.0,2014-07-09,2015-09-09,"['Drama', 'Science-Fiction', 'Thriller']",Scripted,English,CBS,7.2,2,26,2015-09-09,6.344,282.0,/nFwqHXoP1FxFbd8G8dY13y9bfAX.jpg,A new mystery is born.,68.0
Dominion,60.0,2014-06-19,2015-10-01,"['Action', 'Adventure', 'Fantasy']",Scripted,English,Syfy,7.2,2,21,2015-10-01,6.588,232.0,/2rBiS2m5hZbTSxorXQmUcbt2cTU.jpg,Heaven Will Raise Hell on Earth,47.0
The Pretender,60.0,1996-09-19,2001-12-10,"['Drama', 'Adventure', 'Mystery']",Scripted,English,NBC,7.2,4,86,2001-12-10,7.3,165.0,/76q5tPOPQkQYIuZu2SG6viZcp2b.jpg,Hero of a thousand faces. Man of a thousand lives.,N/A
Will & Grace,30.0,1998-09-21,2020-04-23,['Comedy'],Scripted,English,NBC,7.2,11,246,2020-04-23,6.954,415.0,/m2AWZDAHesXDmLwVm73BpGlP55a.jpg,Where there's a Will there's a Grace.,75.0
Will & Grace,30.0,1998-09-21,2020-04-23,['Comedy'],Scripted,English,NBC,7.2,11,246,2020-04-23,7.65,70.0,/iRsgY1TRNTccltEGk9V9wNqqKOx.jpg,Did somebody say encore?,75.0
Cupid,60.0,2009-03-31,2009-06-16,"['Drama', 'Romance']",Scripted,English,ABC,7.2,1,7,2009-06-16,5.8,10.0,/gC6Q0P9HBvpIfk6Nttsk8JAaYKQ.jpg,Get a love life.,52.0
The Gates,60.0,2010-06-20,2010-09-19,"['Drama', 'Crime', 'Supernatural']",Scripted,English,ABC,7.2,1,13,2010-09-19,6.476,63.0,/23cbKVCDdzufFYxmlUIQcHZzwv4.jpg,Beautiful houses. Great schools. Killer neighbors.,52.0
New Girl,30.0,2011-09-20,2018-05-15,"['Comedy', 'Romance']",Scripted,English,FOX,7.2,7,146,2018-05-15,7.354,1231.0,/8oCqMlKKomCArVtyOjRzMN6g40Z.jpg,Boys will be boys. Jess will be Jess.,66.0
The Incredible Hulk,61.0,1977-11-04,1982-05-12,"['Action', 'Fantasy', 'Science-Fiction']",Scripted,English,CBS,7.2,5,83,1982-05-12,7.2,412.0,/8q7uFuNuMWTWfcpnCpBuZa3KZXx.jpg,Driven by rage. Pursued by an investigative reporter. Wanted for a murder he didn't commit. No one ever said it was easy being green.,N/A
Serial Experiments Lain,30.0,1998-07-06,1998-09-28,"['Anime', 'Science-Fiction', 'Thriller']",Animation,Japanese,TV Tokyo,7.2,1,13,1998-09-28,8.198,436.0,/mAbr1imNV7gg4kHhP3VFDghmLrO.jpg,"Close the world, Open the nExt.",N/A
Survivors,60.0,2008-11-23,2010-02-23,"['Drama', 'Science-Fiction']",Scripted,English,BBC One,7.2,2,12,2010-02-23,7.9,20.0,/djYiHmLuom48ja9g712ZIiHgRbP.jpg,From global pandemic... to rebirth.,63.0
The Escape Artist,60.0,2013-10-29,2013-11-12,"['Drama', 'Thriller', 'Legal']",Scripted,English,BBC One,7.2,1,3,2013-11-12,6.985,65.0,/vIKU5IHQdavwz9KbMCKY8zJK8rU.jpg,There is a line between law and justice.,71.0
Stitchers,59.0,2015-06-02,2017-08-14,"['Drama', 'Crime', 'Science-Fiction']",Scripted,English,Freeform,7.2,3,30,2017-08-14,7.0,201.0,/wriOiQ3rdPhoMe1NofcLJRx9fns.jpg,Memories never die.,48.0
Airwolf,60.0,1984-01-22,1987-08-07,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,USA Network,7.2,4,80,1987-08-07,7.47,382.0,/4PAN7zPqmR9b73een97WkxqCTQN.jpg,A New Kind of Weapon. A New Kind of Hero.,N/A
Ravenswood,60.0,2013-10-22,2014-02-04,"['Drama', 'Horror']",Scripted,English,Freeform,7.2,1,10,2014-02-04,7.132,148.0,/iyHfTSDTSkj4sIGcFCaj2LcqAim.jpg,The curse is about to strike again.,N/A
The Astronaut Wives Club,60.0,2015-06-18,2015-08-20,"['Drama', 'History']",Scripted,English,ABC,7.1,1,10,2015-08-20,7.1,30.0,/2q9bSJnZlMgHwevjiNVKtpgCyrC.jpg,The race for space was fought in high heels.,60.0
The Neighbors,30.0,2012-09-26,2014-04-11,"['Comedy', 'Science-Fiction']",Scripted,English,ABC,7.1,2,44,2014-04-11,6.2,66.0,/byYckInWgH6fjSc6HVg2CZapeNK.jpg,A down-to-earth family comedy.,42.0
Superstore,30.0,2015-11-30,2021-03-25,['Comedy'],Scripted,English,NBC,7.1,6,112,2021-03-25,7.583,529.0,/maBJkaBM4UqAttn9UkLCfZEVEfk.jpg,They're getting their shift together.,58.0
Resurrection,60.0,2014-03-09,2015-01-25,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,ABC,7.1,2,21,2015-01-25,7.28,266.0,/2bs5QoJwZmew05052jST9vgIEJc.jpg,What if someone you lost... returned?,60.0
The Firm,60.0,2012-01-08,2012-07-14,"['Drama', 'Crime', 'Legal']",Scripted,English,NBC,7.1,1,22,2012-07-14,6.194,18.0,/5m3jenqRfwi97xRDD1vlj7rFD2j.jpg,The truth is as dangerous as ever.,N/A
Blunt Talk,30.0,2015-08-22,2016-12-11,"['Drama', 'Comedy']",Scripted,English,STARZ,7.1,2,20,2016-12-11,6.8,46.0,/tPPJbwR1Z1zZzTvXTu3DaCfUpgk.jpg,America's most trusted newsman. Maybe.,56.0
Melrose Place,60.0,1992-07-08,1999-05-24,"['Drama', 'Romance']",Scripted,English,FOX,7.1,7,226,1999-05-24,5.763,116.0,/kIc03DwT3DPd48lKlbpyPxx3O1S.jpg,"At Melrose Place, no one is innocent.",55.0
Melrose Place,60.0,1992-07-08,1999-05-24,"['Drama', 'Romance']",Scripted,English,FOX,7.1,7,226,1999-05-24,5.571,21.0,/90KR19Cqhgl61PwN4O4N6cURAi.jpg,Tuesday's the new Humpday,55.0
Tut,80.0,2015-07-19,2015-07-21,"['Drama', 'Adventure', 'Romance']",Scripted,English,Paramount Network,7.1,1,3,2015-07-21,7.289,180.0,/AoKHf67aYDUOkZkS9tVOEgDzjMa.jpg,Boy. Rebel. King.,46.0
Selfie,30.0,2014-09-30,2014-12-30,"['Comedy', 'Romance']",Scripted,English,ABC,7.1,1,13,2014-12-30,6.41,78.0,/wMHyfRltVBvmlkDqMZgMGURnwHn.jpg,Get ready to have a Selfie!,57.0
Golden Boy,60.0,2013-02-26,2013-05-14,"['Drama', 'Crime']",Scripted,English,CBS,7.1,1,13,2013-05-14,6.13,27.0,/9eHX6eMSsLQlokTC3oIf3xsS2fX.jpg,Power Has Its Price,63.0
The Jinx: The Life and Deaths of Robert Durst,46.0,2015-02-08,2024-05-26,"['Crime', 'Mystery', 'History']",Documentary,English,HBO,7.1,2,12,2024-05-26,8.047,381.0,/qY3rk9hH6dzgDrIkonxxHBF3rp8.jpg,Four decades. Three murders. And one very rich suspect.,76.0
Crisis,60.0,2014-03-16,2014-06-21,"['Drama', 'Action', 'Thriller']",Scripted,English,NBC,7.1,1,13,2014-06-21,6.344,122.0,/BvcrUL7G9mVZo7YrfC5uWu4fpa.jpg,How far would you go to protect the ones you love...,63.0
Necessary Roughness,60.0,2011-06-29,2013-08-21,"['Drama', 'Comedy']",Scripted,English,USA Network,7.1,3,38,2013-08-21,6.889,36.0,/ch0k5IfqOan8YkVEnVebbK0Sk0n.jpg,Everyone has issues to tackle.,62.0
Mutant X,60.0,2001-10-06,2004-05-17,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,Syndication,7.1,3,66,2004-05-17,6.571,91.0,/yiKg027jdpkSsguVBI9WqliNWez.jpg,Creation can have it's side effects,N/A
Invasion,60.0,2005-09-21,2006-05-17,"['Science-Fiction', 'Thriller', 'Supernatural']",Scripted,English,ABC,7.1,1,22,2006-05-17,7.29,800.0,/wWFs3pl9gWHYvDElQVB4CB809m9.jpg,Fight together or fall apart.,72.0
Reba,30.0,2001-10-05,2007-02-18,"['Drama', 'Comedy', 'Family']",Scripted,English,The CW,7.1,6,125,2007-02-18,6.717,83.0,/ngMBdjwadGj233A3DApyIijCGlg.jpg,"""Good thing we're the only family in Texas without a gun.""",N/A
The O.C.,60.0,2003-08-05,2007-02-22,"['Drama', 'Comedy', 'Romance']",Scripted,English,FOX,7.1,4,92,2007-02-22,7.814,692.0,/xDc6BMGDaeyalpSZ9KKk7RCBCz5.jpg,It's nothing like where you live. And nothing like you imagine.,67.0
The Prisoner,60.0,2009-11-15,2009-11-17,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,AMC,7.1,1,6,2009-11-17,7.8,159.0,/1FtqAlj6jsBk25PKwL2NrgzdFSo.jpg,No man is just a number.,45.0
The Cleaner,60.0,2008-07-15,2009-09-15,"['Drama', 'Action']",Scripted,English,A&E,7.1,2,26,2009-09-15,6.885,13.0,/huLx1P9ByuzQWah4mtSAqiSnzg8.jpg,Sometimes your only hope is someone who's been there before,41.0
In the Flesh,60.0,2013-03-17,2014-06-08,"['Drama', 'Horror', 'Supernatural']",Scripted,English,BBC Three,7.0,2,9,2014-06-08,7.3,125.0,/e4tZDFurNMf1nWzBamhz1hOEsFZ.jpg,Life is hard. Death isn't any easier,N/A
Crazy Ex-Girlfriend,60.0,2015-10-12,2019-04-05,"['Comedy', 'Music']",Scripted,English,The CW,7.0,4,62,2019-04-05,6.827,142.0,/pvYh3fdrRvreWmqw4onWJJmRXf5.jpg,Never. Let. Go.,82.0
Shake It Up,30.0,2010-11-07,2013-11-10,"['Comedy', 'Family']",Scripted,English,Disney Channel,7.0,3,78,2013-11-10,7.736,259.0,/d3opexNCkiSaCaIZ104J8LiCqxi.jpg,"Mix It Up, Laugh It Up",N/A
Franklin & Bash,60.0,2011-06-01,2014-10-22,"['Drama', 'Comedy', 'Legal']",Scripted,English,TNT,7.0,4,40,2014-10-22,7.444,71.0,/so3xbOsAcG5lkxgfRjHbTFkXxM0.jpg,Ripping the law a new one,56.0
The Passing Bells,30.0,2014-11-03,2014-11-07,"['Drama', 'War', 'History']",Scripted,English,BBC One,7.0,1,5,2014-11-07,7.588,17.0,/3i1Gqt8ejEwjXq3pFiD1P8ykgVK.jpg,Shared hopes. Shared sorrows.,N/A
Web Therapy,30.0,2011-07-19,2015-01-28,['Comedy'],Scripted,English,Showtime,7.0,4,44,2015-01-28,7.3,25.0,/9LD7OvTYYCuDAEjetcNm6QaCVqQ.jpg,Therapy with no patience.,58.0
Queer As Folk,40.0,1999-02-23,2000-02-22,['Drama'],Scripted,English,Channel 4,7.0,2,10,2000-02-22,8.287,458.0,/mmhL30PonbrrpEOQH5OdyUguyMg.jpg,You know you want it.,N/A
Heroes Reborn,60.0,2015-09-24,2016-01-21,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,NBC,7.0,1,13,2016-01-21,6.849,454.0,/bHSkrlwjJgHq8Aa6AdDJvWuSI2X.jpg,A new phenomenon begins,N/A
Enlightened,30.0,2011-10-10,2013-03-03,"['Drama', 'Comedy']",Scripted,English,HBO,7.0,2,18,2013-03-03,7.268,69.0,/cTRcV3AT69iEVFq7HRa3maqylZB.jpg,Meet the new face of tranquility.,84.5
Aquarius,60.0,2015-05-28,2016-09-10,"['Drama', 'Crime']",Scripted,English,NBC,7.0,2,26,2016-09-10,6.622,144.0,/dTihIjUI2ScBXVgcZiyTAq1PBBA.jpg,Murder. Madness. Manson.,58.0
Alcatraz,60.0,2012-01-16,2012-03-26,"['Drama', 'Science-Fiction', 'Thriller']",Scripted,English,FOX,7.0,1,13,2012-03-26,6.335,233.0,/yES1yqjp6Jl2CEVKHdfwKrIsnqd.jpg,302 vanished. 3 must find them.,62.0
My Boys,30.0,2006-11-28,2010-09-12,"['Drama', 'Comedy']",Scripted,English,TBS,7.0,4,49,2010-09-12,5.2,5.0,/LtZpbZsxsnHsXe25RoyWky1s14.jpg,The family you'd have... if you got to choose.,59.0
October Road,60.0,2007-03-15,2008-03-10,['Drama'],Scripted,English,ABC,7.0,2,19,2008-03-10,7.5,11.0,/xDgOxRaPI0iAHaWWyzcSJUqjVbs.jpg,Sometimes you've got to look back to see where you're going.,23.0
The Following,60.0,2013-01-21,2015-05-18,"['Drama', 'Crime', 'Thriller']",Scripted,English,FOX,7.0,3,45,2015-05-18,6.821,438.0,/tiSvhb2cyPAULTql5atgxceNvpF.jpg,Killer instinct.,53.0
Sex and the City,30.0,1998-06-06,2004-02-22,"['Drama', 'Comedy', 'Romance']",Scripted,English,HBO,7.0,6,94,2004-02-22,7.4,1871.0,/jfLp8gTfdi9d8onEFJ60kp1Bl1e.jpg,The next best thing to being there.,52.0
Scream Queens,60.0,2015-09-22,2016-12-20,"['Comedy', 'Horror']",Scripted,English,FOX,7.0,2,23,2016-12-20,7.899,1609.0,/yeayXZYSU8xdmC8i5g5jTdxeggp.jpg,Pretty evil.,59.0
DC's Legends of Tomorrow,60.0,2016-01-21,2022-03-02,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,The CW,7.0,7,110,2022-03-02,7.332,2130.0,/icv3e1l8od9VjQD4NlvpBySyY09.jpg,A roaring rewind.,58.0
Titanic,60.0,2012-03-25,2012-04-15,['Drama'],Scripted,English,ITV1,7.0,1,4,2012-04-15,5.898,49.0,/aivkYWP73tsbfC4AUudYfbMHII2.jpg,One voyage. A world of untold stories.,51.0
Supergirl,60.0,2015-10-26,2021-11-09,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,The CW,7.0,6,126,2021-11-09,7.334,3974.0,/vqBsgL9nd2v04ZvCqPzwtckDdFD.jpg,Better. Stronger. Together.,N/A
Star-Crossed,60.0,2014-02-17,2014-05-12,"['Drama', 'Romance', 'Science-Fiction']",Scripted,English,The CW,7.0,1,13,2014-05-12,6.888,120.0,/xcKlTgoRlVMyIG8t9c1br8RO7zI.jpg,Two worlds. Two lives. One hope.,50.0
Accidentally on Purpose,30.0,2009-09-21,2010-04-21,"['Comedy', 'Romance']",Scripted,English,CBS,7.0,1,18,2010-04-21,5.6,31.0,/tokyJacZ4Fhfafs23PGsyhYdEj1.jpg,"She's With Child, And Pregnant Too.",50.0
Scream: The TV Series,60.0,2015-06-30,2019-07-10,"['Horror', 'Mystery']",Scripted,English,VH1,7.0,3,28,2019-07-10,6.9,1047.0,/9hI1eJW2EMVM2KpOLqIjJ3jkYvj.jpg,"If you thought it was over, you're dead wrong.",N/A
Mickey Mouse Clubhouse,25.0,2006-05-06,2016-11-06,"['Comedy', 'Children']",Animation,English,Disney Channel,6.9,4,123,2016-11-06,6.7,292.0,/gHtEhlAZHxMawOiPq7JoKwkmETQ.jpg,Mickey leads kids on an interactive adventure of learning.,N/A
The Whispers,60.0,2015-06-01,2015-08-31,"['Drama', 'Science-Fiction', 'Thriller']",Scripted,English,ABC,6.9,1,13,2015-08-31,6.744,158.0,/kSoXUOYmzvCfXzElnAVl9cSEnTa.jpg,Not all imaginary friends are imaginary.,61.0
Party of Five,60.0,1994-09-12,2000-05-03,"['Drama', 'Family']",Scripted,English,FOX,6.9,6,142,2000-05-03,8.0,17.0,/3GhdzcEKitGNt3hhsSv3uOecsGf.jpg,The story of an American family.,79.0
My Wife and Kids,30.0,2001-03-28,2005-05-17,"['Comedy', 'Family']",Scripted,English,ABC,6.9,5,123,2005-05-17,7.438,393.0,/eyQsN8bU27fdIs2D66gFmcIo0dM.jpg,He thinks he's the head of the family. Humor him.,N/A
The Odd Couple,30.0,2015-02-19,2017-01-30,['Comedy'],Scripted,English,CBS,6.9,3,38,2017-01-30,7.833,54.0,/5NYUeWc7lXq6pbHDP0Pz3xxKhPC.jpg,A Perfect Mismatch,N/A
Mr. Sunshine,30.0,2011-02-09,2012-01-01,"['Comedy', 'Sports']",Scripted,English,ABC,6.9,1,13,2012-01-01,8.5,126.0,/iftMALeIzTYYOVmPOCsS1mQvoNz.jpg,Guns. Glory. Sad endings.,54.0
Mr. Sunshine,30.0,2011-02-09,2012-01-01,"['Comedy', 'Sports']",Scripted,English,ABC,6.9,1,13,2012-01-01,6.37,54.0,/bGhKW250g40wsHp60GQJxa65Mg1.jpg,"Oh, joy.",54.0
Your Family or Mine,30.0,2015-04-07,2015-06-09,"['Comedy', 'Family']",Scripted,English,TBS,6.9,1,10,2015-06-09,7.0,10.0,/xnwz5MnXHXcHcNLS5QDRlgN4p7Z.jpg,We love our family more than anything. Just not when we're all together.,N/A
Allegiance,60.0,2015-02-05,2015-04-30,"['Drama', 'Crime', 'Thriller']",Scripted,English,NBC,6.9,1,13,2015-04-30,7.1,35.0,/a3JebriAnBipohn5qtWuezuA0D6.jpg,His first case in the CIA... his own family.,N/A
The River,60.0,2012-02-07,2012-03-20,"['Drama', 'Horror', 'Supernatural']",Scripted,English,ABC,6.9,1,8,2012-03-20,5.0,1.0,/xmeSVYn04zvs6KI2w88YrtubpHg.jpg,How much is enough?,65.0
Dracula,60.0,2013-10-25,2014-01-24,"['Drama', 'Horror']",Scripted,English,NBC,6.9,1,10,2014-01-24,7.031,608.0,/5SqUNnExnN7Cr8rzyTXJTWmEMHn.jpg,Bloody Legend,55.0
Dracula,60.0,2013-10-25,2014-01-24,"['Drama', 'Horror']",Scripted,English,NBC,6.9,1,10,2014-01-24,7.1,352.0,/oQUU8LKVl10ejpxJC0qfsSuPZeF.jpg,The legend takes new life.,55.0
